,Filename,Current Docket,Docket Numbers,Public Employer,Union,County,Arbitrator,Date Received,Award Type,Current Status,Appellate Court,Supreme Court
361,IA-2005-83.pdf,IA-2005-083,IA-2005-083,Somerset Cty Sheriff's Office,FOP Lodge 39,Somerset,"Mastriani, J",09/05/2006,Conventional,Appealed,,
362,IA-2004-70.pdf,IA-2004-070,IA-2004-070,Lower Tp,PBA Loc 59,Cape May,"Mastriani, J",08/29/2006,Conventional,Award Issued,,
363,IA-2004-104.pdf,IA-2004-104,IA-2004-104,Montgomery Tp,PBA Loc 355 (Superiors),Somerset,"Mastriani, J",07/31/2006,Conventional,Award Issued,,
364,IA-2004-111.pdf,IA-2004-111,IA-2004-111 & IA-2004-110,Paterson,Paterson PBA Loc 1 SOA,Passaic,"Mastriani, J",05/26/2006,Conventional,Award Issued,,
365,IA-2004-110.pdf,IA-2004-110,IA-2004-110 & IA-2004-111,Paterson,Paterson PBA Loc 1,Passaic,"Mastriani, J",05/26/2006,Conventional,Award Issued,,
366,IA-2005-5.pdf,IA-2005-005,IA-2005-005,Cinnaminson Tp,Cinnaminson Police Assn,Burlington,"Mastriani, J",04/06/2006,Conventional,Award Issued,,
367,IA-2006-8.pdf,IA-2006-008,IA-2006-008,Montgomery Tp,PBA Loc 355,Somerset,"Mastriani, J",03/31/2006,Conventional,Award Issued,,
368,IA-2004-99.pdf,IA-2004-099,IA-2004-099,Keyport Boro,PBA Loc 223,Monmouth,"Glasson, R",03/16/2006,Conventional,Award Issued,,
369,IA-2005-78.pdf,IA-2005-078,IA-2005-078,Park Ridge Boro,PBA Loc 206,Bergen,"Weiss, E",03/13/2006,Fair and Final - Mgmt,Award Issued,,
370,IA-2005-29.pdf,IA-2005-029,IA-2005-029,Seaside Park Boro,PBA Loc 182,Ocean,"Mastriani, J",12/20/2005,Conventional,Award Issued,,
371,IA-2005-30.pdf,IA-2005-030,IA-2005-030,Woodbridge Tp,PBA Loc 38,Middlesex,"Mastriani, J",12/19/2005,Conventional,Award Issued,,
372,IA-2004-81.pdf,IA-2004-081,IA-2004-081,Hanover Tp,PBA Loc 128,Morris,"Glasson, R",11/17/2005,Conventional,Award Issued,,
373,IA-2003-80.pdf,IA-2003-080,IA-2003-080,Plainfield,PBA Loc 19,Union,"Mastriani, J",10/03/2005,Conventional,Award Issued,,
374,IA-2001-13.pdf,IA-2001-013,IA-2001-013,Kearny,Kearny Fire SOA,Hudson,"Mastriani, J",09/23/2005,Conventional,Award Issued,,
375,IA-2004-20.pdf,IA-2004-020,IA-2004-020,Spring Lake Hgts Boro,PBA Loc 50,Monmouth,"Glasson, R",09/02/2005,Conventional,Award Issued,,
376,IA-2004-53.pdf,IA-2004-053,IA-2004-053,Leonia Boro,PBA Loc 381,Bergen,"Glasson, R",08/16/2005,Conventional,Award Issued,,
377,IA-2005-6.pdf,IA-2005-006,IA-2005-006,Atlantic Cty Sheriff's Office,Atlantic Cty Shrfs SOA,Atlantic,"Mastriani, J",05/10/2005,Conventional,Award Issued,,
378,IA-2004-57.pdf,IA-2004-057,IA-2004-057,Raritan Boro,PBA Loc 82,Somerset,"Edelman, H",04/21/2005,Conventional,Award Issued,,
379,IA-2003-95.pdf,IA-2003-095,IA-2003-095,Maplewood Tp,PBA Loc 44,Essex,"Glasson, R",01/24/2005,Conventional,Award Issued,,
380,IA-2003-102.pdf,IA-2004-001,IA-2004-001 & IA-2003-102,Hamilton Tp,PBA Loc 66 (Superiors),Mercer,"Mastriani, J",01/04/2005,Conventional,Award Issued,,
381,IA-2004-1.pdf,IA-2004-001,IA-2004-001 & IA-2003-102,Hamilton Tp,PBA Loc 66 (Superiors),Mercer,"Mastriani, J",01/04/2005,Conventional,Award Issued,,
382,IA-2003-102.pdf,IA-2003-102,IA-2003-102 & IA-2004-001,Hamilton Tp,PBA Loc 66,Mercer,"Mastriani, J",01/04/2005,Conventional,Award Issued,,
383,IA-2004-1.pdf,IA-2003-102,IA-2003-102 & IA-2004-001,Hamilton Tp,PBA Loc 66,Mercer,"Mastriani, J",01/04/2005,Conventional,Award Issued,,
384,IA-2003-89.pdf,IA-2003-089,IA-2003-089,Franklin Tp,PBA Loc 122,Gloucester,"Mastriani, J",12/23/2004,Conventional,Award Issued,,
385,IA-2003-92.pdf,IA-2003-092,IA-2003-092,E Brunswick Tp,FOP Lodge 98 (SOA),Middlesex,"Mastriani, J",12/16/2004,Conventional,Award Issued,,
386,IA-2003-36.pdf,IA-2003-036,IA-2003-036,E Brunswick Tp,PBA Loc 145,Middlesex,"Mastriani, J",12/16/2004,Conventional,Award Issued,,
387,IA-2003-40.pdf,IA-2003-040,IA-2003-040,Wyckoff,PBA Loc 261,Bergen,"Mastriani, J",11/29/2004,Conventional,Award Issued,,
388,IA-2004-105.pdf,IA-2004-105,IA-2004-105,Harrison,PBA Loc 22,Hudson,"Mastriani, J",11/04/2004,Conventional,Award Issued,,
389,IA-2004-22.pdf,IA-2004-022,IA-2004-022,Jackson Tp,PBA Loc 168,Ocean,"Tener, J",09/24/2004,Conventional,Award Issued,,
390,IA-2003-33.pdf,IA-2003-033,IA-2003-033,Camden Cty,PBA Loc 351,Camden,"Glasson, R",09/07/2004,Conventional,Award Issued,,
391,IA-2002-43.pdf,IA-2002-044,IA-2002-044 & IA-2002-043,Newton,PBA Loc 138 SOA,Sussex,"Mastriani, J",08/31/2004,Conventional,Award Issued,,
392,IA-2002-44.pdf,IA-2002-044,IA-2002-044 & IA-2002-043,Newton,PBA Loc 138 SOA,Sussex,"Mastriani, J",08/31/2004,Conventional,Award Issued,,
393,IA-2002-43.pdf,IA-2002-043,IA-2002-043 & IA-2002-044,Newton,PBA Loc 138,Sussex,"Mastriani, J",08/31/2004,Conventional,Award Issued,,
394,IA-2002-44.pdf,IA-2002-043,IA-2002-043 & IA-2002-044,Newton,PBA Loc 138,Sussex,"Mastriani, J",08/31/2004,Conventional,Award Issued,,
395,perc 2005-52.pdf,IA-2003-037,IA-2003-037,Essex Cty Sheriff's Office,PBA Loc 183,Essex,"Glasson, R",08/23/2004,Conventional,Appealed,,
396,IA-2003-37.pdf,IA-2003-037,IA-2003-037,Essex Cty Sheriff's Office,PBA Loc 183,Essex,"Glasson, R",08/23/2004,Conventional,Appealed,,
397,IA-2002-80.pdf,IA-2002-080,IA-2002-080,Brookdale Comm College,FOP Lodge 79,Monmouth,"Mastriani, J",08/17/2004,Conventional,Award Issued,,
398,IA-2001-48.pdf,IA-2001-048,IA-2001-048,Clifton,PBA Loc 36,Passaic,"Mastriani, J",07/19/2004,Conventional,Award Issued,,
399,IA-2003-54.pdf,IA-2003-054,IA-2003-054,W Windsor Tp,PBA Loc 271,Mercer,"Weisblatt, J",06/17/2004,Conventional,Award Issued,,
400,IA-2002-42.pdf,IA-2002-042,IA-2002-042,Montclair Tp,PBA Loc 53,Essex,"Mastriani, J",06/14/2004,Conventional,Award Issued,,
401,IA2003-30.pdf,IA-2003-030,IA-2003-030,Waldwick Boro,PBA Loc 217,Bergen,"Zausner, B",05/17/2004,Conventional,Award Issued,,
402,IA-2003-35.pdf,IA-2003-035,IA-2003-035,Rochelle Park Tp,PBA Loc 102,Bergen,"Glasson, R",05/03/2004,Conventional,Award Issued,,
403,IA-2003-90.pdf,IA-2003-090,IA-2003-090,Haworth Boro,PBA Loc 206,Bergen,"Mason, F",04/22/2004,Conventional,Award Issued,,
404,perc 2004-80.pdf,IA-2001-059,IA-2001-059,Surf City Boro,PBA Loc 175,Ocean,"Glasson, R",04/13/2004,Conventional,Appealed,,
405,IA-2001-59.pdf,IA-2001-059,IA-2001-059,Surf City Boro,PBA Loc 175,Ocean,"Glasson, R",04/13/2004,Conventional,Appealed,,
406,IA-2002-89.pdf,IA-2002-089,IA-2002-089,Cherry Hill Tp,PBA Loc 176,Camden,"Weiss, E",04/02/2004,Conventional,Award Issued,,
407,IA-2003-70.pdf,IA-2003-070,IA-2003-070,Burlington Cty,FOP Lodge 166,Burlington,"Mastriani, J",03/24/2004,Conventional,Award Issued,,
408,IA-2003-99.pdf,IA-2003-099,IA-2003-099,Ocean County Prosecutor's Office,Ocean Cty Pros Det/Invest Assn,Ocean,"Mason, F",03/19/2004,Conventional,Award Issued,,
409,IA-2002-83.pdf,IA-2002-083,IA-2002-083,Neptune Tp,PBA Loc 74,Monmouth,"Light, R",03/18/2004,Conventional,Award Issued,,
410,IA-2002-76.pdf,IA-2002-076,IA-2002-076,Little Silver Boro,PBA Loc 359,Monmouth,"Mastriani, J",03/17/2004,Conventional,Award Issued,,
411,IA-2002-47.pdf,IA-2002-047,IA-2002-047,Atlantic Cty Sheriff's Office,PBA Loc 243,Atlantic,"Mastriani, J",03/02/2004,Conventional,Award Issued,,
412,IA-2003-26.pdf,IA-2003-027,IA-2003-027 & IA-2003-026,Ocean Cty Sheriff's Office,PBA Loc 379 (Superiors),Ocean,"Glasson, R",02/17/2004,Conventional,Award Issued,,
413,IA-2003-27.pdf,IA-2003-027,IA-2003-027 & IA-2003-026,Ocean Cty Sheriff's Office,PBA Loc 379 (Superiors),Ocean,"Glasson, R",02/17/2004,Conventional,Award Issued,,
414,IA-2003-26.pdf,IA-2003-026,IA-2003-026 & IA-2003-027,Ocean Cty Sheriff's Office,PBA Loc 379,Ocean,"Glasson, R",02/17/2004,Conventional,Award Issued,,
415,IA-2003-27.pdf,IA-2003-026,IA-2003-026 & IA-2003-027,Ocean Cty Sheriff's Office,PBA Loc 379,Ocean,"Glasson, R",02/17/2004,Conventional,Award Issued,,
416,IA-2002-27.pdf,IA-2002-027,IA-2002-027,Passaic,Passaic Firefighters Assn,Passaic,"Mastriani, J",02/10/2004,Conventional,Award Issued,,
417,IA-2002-53.pdf,IA-2002-053,IA-2002-053,Kinnelon Boro,PBA Loc 341,Morris,"Edelman, H",02/04/2004,Conventional,Award Issued,,
418,IA-2004-39.pdf,IA-2004-039,IA-2004-039,Harrison,FMBA Loc 22,Hudson,"Mastriani, J",01/20/2004,Conventional,Award Issued,,
419,IA-2001-58.pdf,IA-2001-058,IA-2001-058 & IA-2001-057,Springfield Tp,FMBA Loc 57A,Union,"Mastriani, J",12/30/2003,Conventional,Award Issued,,
420,IA-2001-57.pdf,IA-2001-057,IA-2001-057 & IA-2001-058,Springfield Tp,FMBA Loc 57,Union,"Mastriani, J",12/30/2003,Conventional,Award Issued,,
421,IA-2001-54.pdf,IA-2001-054,IA-2001-054,Springfield Tp,PBA Loc 76; PBA Loc 76 (Superiors),Union,"Mastriani, J",12/24/2003,Conventional,Award Issued,,
422,IA-2002-61.pdf,IA-2002-061,IA-2002-061,Monmouth Cty Sheriff's Office,PBA Loc 314,Monmouth,"Mastriani, J",12/18/2003,Conventional,Award Issued,,
423,IA-2002-67.pdf,IA-2002-067,IA-2002-067,Verona Tp,PBA Loc 72,Essex,"Mastriani, J",12/16/2003,Conventional,Award Issued,,
424,IA-2001-51.pdf,IA-2001-051,IA-2001-051,E Orange,FOP Lodge 111,Essex,"Mastriani, J",11/25/2003,Conventional,Award Issued,,
425,IA-2002-96.pdf,IA-2002-095,IA-2002-095 & IA-2002-096,South Amboy,PBA Loc 63 (Superiors),Middlesex,"Mastriani, J",10/20/2003,Conventional,Award Issued,,
426,IA-2002-95.pdf,IA-2002-095,IA-2002-095 & IA-2002-096,South Amboy,PBA Loc 63,Middlesex,"Mastriani, J",10/20/2003,Conventional,Award Issued,,
427,perc 2004-58.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Zausner, B",10/17/2003,Conventional,"Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004",,
428,IA-2001-46 2003.10.17.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Zausner, B",10/17/2003,Conventional,"Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004",,
429,perc 2003-87.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Zausner, B",10/17/2003,Conventional,"Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004",,
430,IA-2001-46 2003.02.26.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Zausner, B",10/17/2003,Conventional,"Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004",,
431,perc 2003-33.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Zausner, B",10/17/2003,Conventional,"Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004",,
432,ia-2001-46.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Zausner, B",10/17/2003,Conventional,"Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004",,
433,IA-2002-85.pdf,IA-2002-085,IA-2002-085,Union Cty,PBA Loc 73,Union,"Weisblatt, J",10/14/2003,Conventional,Award Issued,,
434,ia-99-132.pdf,IA-99-132,IA-99-132,E Orange,PBA Loc 16 (Superiors),Essex,"Mastriani, J",09/22/2003,Conventional,Award Issued,,
435,IA-2002-38.pdf,IA-2002-038,IA-2002-038,Hasbrouck Hgts Boro,PBA Loc 102,Bergen,"Mastriani, J",07/30/2003,Conventional,Award Issued,,
436,IA-2002-50.pdf,IA-2002-050,IA-2002-050,Manville Boro,PBA Loc 236,Somerset,"Glasson, R",06/03/2003,Conventional,Award Issued,,
437,IA-2002-70.pdf,IA-2002-070,IA-2002-070,Middlesex Boro,PBA Loc 181,Middlesex,"Tener, J",05/30/2003,Conventional,Award Issued,,
438,IA-2001-73.pdf,IA-2001-073,IA-2001-073,W Caldwell Tp,PBA Loc 81,Essex,"Mastriani, J",04/04/2003,Conventional,Award Issued,,
439,IA-2002-46.pdf,IA-2002-046,IA-2002-046,Somerset Cty Sheriff's Office,FOP Lodge 39,Somerset,"Glasson, R",03/19/2003,Conventional,Award Issued,,
440,ia-2002-49.pdf,IA-2002-049,IA-2002-049,Union City,Union City Police SOA,Hudson,"Weisblatt, J",03/05/2003,Conventional,Award Issued,,
441,ia-2002-57.pdf,IA-2002-057,IA-2002-057,Princeton Boro,PBA Loc 130 SOA,Mercer,"Mastriani, J",03/03/2003,Conventional,Award Issued,,
442,perc 2004-58.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",02/26/2003,Conventional,Appealed,,
443,IA-2001-46 2003.10.17.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",02/26/2003,Conventional,Appealed,,
444,perc 2003-87.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",02/26/2003,Conventional,Appealed,,
445,IA-2001-46 2003.02.26.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",02/26/2003,Conventional,Appealed,,
446,perc 2003-33.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",02/26/2003,Conventional,Appealed,,
447,ia-2001-46.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",02/26/2003,Conventional,Appealed,,
448,ia-2002-33.pdf,IA-2002-033,IA-2002-033,Pequannock Tp,PBA Local 172,Morris,"Mason, F",02/24/2003,Conventional,Award Issued,,
449,IA-2000-56 2003.02.24.pdf,IA-2000-056,IA-2000-056,E Orange,FMBA Loc 23,Essex,"Zausner, B",02/24/2003,Conventional,Award Issued,,
450,perc 2003-39.pdf,IA-2000-056,IA-2000-056,E Orange,FMBA Loc 23,Essex,"Zausner, B",02/24/2003,Conventional,Award Issued,,
451,ia-2000-56.pdf,IA-2000-056,IA-2000-056,E Orange,FMBA Loc 23,Essex,"Zausner, B",02/24/2003,Conventional,Award Issued,,
452,IA 2000-105.pdf,IA-2000-093,IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105,Camden,IAFF Loc 2578,Camden,"Mastriani, J",02/24/2003,Conventional,Award Issued,,
453,IA 2000-102.pdf,IA-2000-093,IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105,Camden,IAFF Loc 788,Camden,"Mastriani, J",02/24/2003,Conventional,Award Issued,,
454,IA2000-96.pdf,IA-2000-093,IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105,Camden,FOP Lodge 1,Camden,"Mastriani, J",02/24/2003,Conventional,Award Issued,,
455,IA2000-93.pdf,IA-2000-093,IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105,Camden,Camden Police Superiors Org,Camden,"Mastriani, J",02/24/2003,Conventional,Award Issued,,
456,IA-2002-30.pdf,IA-2002-030,IA-2002-030,Camden Cty Sheriff's Office,PBA Loc 277 (Superiors),Camden,"Edelman, H",02/05/2003,Conventional,Award Issued,,
457,perc 2003-75.pdf,IA-2002-032,IA-2002-032,Allendale Boro,PBA Local 217,Bergen,"Glasson, R",02/05/2003,Conventional,Appealed,,
458,IA-2002-32.pdf,IA-2002-032,IA-2002-032,Allendale Boro,PBA Local 217,Bergen,"Glasson, R",02/05/2003,Conventional,Appealed,,
459,IA-2001-50 clarification.pdf,IA-2001-050,IA-2001-050,Union Cty Prosecutor's Office,PBA Loc 250,Union,"Mastriani, J",01/23/2003,Conventional,Award Issued,,
460,IA-2001-50.pdf,IA-2001-050,IA-2001-050,Union Cty Prosecutor's Office,PBA Loc 250,Union,"Mastriani, J",01/23/2003,Conventional,Award Issued,,
461,IA-99-116.pdf,IA-99-116,IA-99-116,Hudson Cty (Corrections),PBA Local 109 (Superiors),Hudson,"Hussey, D",01/20/2003,Conventional,Award Issued,,
462,IA-2002-59.pdf,IA-2002-060,IA-2002-060 & IA-2002-059,Piscataway Tp,PBA Loc 93A (SOA),Middlesex,"Mastriani, J",11/25/2002,Conventional,Award Issued,,
463,IA-2002-60.pdf,IA-2002-060,IA-2002-060 & IA-2002-059,Piscataway Tp,PBA Loc 93A (SOA),Middlesex,"Mastriani, J",11/25/2002,Conventional,Award Issued,,
464,IA-2002-59.pdf,IA-2002-059,IA-2002-059 & IA-2002-060,Piscataway Tp,PBA Loc 93,Middlesex,"Mastriani, J",11/25/2002,Conventional,Award Issued,,
465,IA-2002-60.pdf,IA-2002-059,IA-2002-059 & IA-2002-060,Piscataway Tp,PBA Loc 93,Middlesex,"Mastriani, J",11/25/2002,Conventional,Award Issued,,
466,IA-2001-35.pdf,IA-2001-035,IA-2001-035,NJ/State (Corrections),NJ Law Enforcement Supervisors Association a/w NJ State PBA,,"Glasson, R",11/04/2002,Conventional,Award Issued,,
467,IA-2001-3.pdf,IA-2001-003,IA-2001-003,NJ/State (Corrections),NJ Law Enforcement SOA,,"Buchheit, S",11/01/2002,Conventional,Award Issued,,
468,ia-2001-60.pdf,IA-2001-060,IA-2001-060,Burlington Cty,PBA Loc249,Burlington,"Glasson, R",10/07/2002,Conventional,Award Issued,,
469,perc 2004-17.pdf,IA-2000-053,IA-2000-053,N Hudson Reg Fire & Rescue Dist,N Hudson Firefighters Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-17 issued 10/30/2003",,
470,IA-2000-53 2003.10.14.pdf,IA-2000-053,IA-2000-053,N Hudson Reg Fire & Rescue Dist,N Hudson Firefighters Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-17 issued 10/30/2003",,
471,perc 2004-10.pdf,IA-2000-053,IA-2000-053,N Hudson Reg Fire & Rescue Dist,N Hudson Firefighters Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-17 issued 10/30/2003",,
472,ia-2000-53.pdf,IA-2000-053,IA-2000-053,N Hudson Reg Fire & Rescue Dist,N Hudson Firefighters Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-17 issued 10/30/2003",,
473,perc 2004-18.pdf,IA-2000-036,IA-2000-036,N Hudson Reg Fire & Rescue Dist,N Hudson Fire Officers Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Corrected, and as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-18 issued 10/30/2003",,
474,IA-2000-36 2003.10.14.pdf,IA-2000-036,IA-2000-036,N Hudson Reg Fire & Rescue Dist,N Hudson Fire Officers Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Corrected, and as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-18 issued 10/30/2003",,
475,perc 2004-11.pdf,IA-2000-036,IA-2000-036,N Hudson Reg Fire & Rescue Dist,N Hudson Fire Officers Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Corrected, and as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-18 issued 10/30/2003",,
476,ia-2000-36.pdf,IA-2000-036,IA-2000-036,N Hudson Reg Fire & Rescue Dist,N Hudson Fire Officers Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Corrected, and as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-18 issued 10/30/2003",,
477,ia-2002-37.pdf,IA-2002-037,IA-2002-037,Bloomingdale Boro,PBA Loc 354,Passaic,"Mason, F",09/03/2002,Conventional,Award Issued,,
478,ia-2002-31.pdf,IA-2002-031,IA-2002-031,Vernon Tp,PBA Loc 285,Sussex,"Mason, F",08/14/2002,Conventional,Award Issued,,
479,ia-2001-66.pdf,IA-2001-066,IA-2001-066,Raritan Boro,PBA Loc 82,Somerset,"Mastriani, J",07/16/2002,Conventional,Award Issued,,
480,IA-2000-56 2003.02.24.pdf,IA-2000-056,IA-2000-056,E Orange,FMBA Loc 23,Essex,"Zausner, B",06/14/2002,Conventional,"Award Affirmed in Part and Remanded in Part per Commission Decision, PERC-2003-39 issued 12/20/2002",,
481,perc 2003-39.pdf,IA-2000-056,IA-2000-056,E Orange,FMBA Loc 23,Essex,"Zausner, B",06/14/2002,Conventional,"Award Affirmed in Part and Remanded in Part per Commission Decision, PERC-2003-39 issued 12/20/2002",,
482,ia-2000-56.pdf,IA-2000-056,IA-2000-056,E Orange,FMBA Loc 23,Essex,"Zausner, B",06/14/2002,Conventional,"Award Affirmed in Part and Remanded in Part per Commission Decision, PERC-2003-39 issued 12/20/2002",,
483,ia-2001-41.pdf,IA-2001-041,IA-2001-041,Moonachie Boro,PBA Loc 102,Bergen,"Tillem, J",05/28/2002,Conventional,Award Issued,,
484,perc 2004-58.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",05/16/2002,Conventional,Appealed,,
485,IA-2001-46 2003.10.17.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",05/16/2002,Conventional,Appealed,,
486,perc 2003-87.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",05/16/2002,Conventional,Appealed,,
487,IA-2001-46 2003.02.26.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",05/16/2002,Conventional,Appealed,,
488,perc 2003-33.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",05/16/2002,Conventional,Appealed,,
489,ia-2001-46.pdf,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",05/16/2002,Conventional,Appealed,,
490,ia-2001-80.pdf,IA-2001-080,IA-2001-080,Union Cty,PBA Loc 73 (Superiors),Union,"Mason, F",04/14/2002,Conventional,Award Issued,,
491,IA-2002-2.pdf,IA-2002-002,IA-2002-002 & IA-2000-083,Middlesex Cty (Corrections),PBA Loc 152A (Superiors),Middlesex,"Mastriani, J",04/10/2002,Conventional,Award Issued,,
492,IA-2000-83.pdf,IA-2000-083,IA-2000-083 & IA-2002-002,Middlesex Cty Sheriff's Office,Middlesex Cty Shrfs SOA,Middlesex,"Mastriani, J",04/10/2002,Conventional,Award Issued,,
493,ia-2000-74.pdf,IA-2000-074,IA-2000-074,Fairview Boro,PBA Loc 45,Bergen,"Mastriani, J",03/18/2002,Conventional,Award Issued,,
494,ia-2000-91.pdf,IA-2000-091,IA-2000-091,Chester Boro,Chester Boro Police Offrs Assn,Morris,"Mastriani, J",03/04/2002,Conventional,Award Issued,,
495,IA-99-40.pdf,IA-99-040,IA-99-040,Camden Cty Sheriff's Office,PBA Loc 277,Camden,"Tener, J",12/03/2001,Conventional,Award Issued,,
496,IA-2000-41.pdf,IA-2000-041,IA-2000-041,Dumont Boro,PBA Loc 83,Bergen,"Mastriani, J",10/30/2001,Conventional,Award Issued,,
497,IA-2000-13.pdf,IA-2000-013,IA-2000-013 & IA-2000-012,Rutgers University,FOP Lodge 62A (SOA),,"Mastriani, J",10/17/2001,Conventional,Award Issued,,
498,IA-2000-12.pdf,IA-2000-012,IA-2000-012 & IA-2000-013,Rutgers University,FOP Lodge 62,,"Mastriani, J",10/17/2001,Conventional,Award Issued,,
499,perc 2002-74.pdf,IA-99-069,IA-99-069,Clifton,FMBA Loc 21,Passaic,"Glasson, R",09/05/2001,Conventional,App. Div. Appeal Dismissed,,
500,perc-2000-56.pdf,IA-99-069,IA-99-069,Clifton,FMBA Loc 21,Passaic,"Glasson, R",09/05/2001,Conventional,App. Div. Appeal Dismissed,,
501,ia-99-69.pdf,IA-99-069,IA-99-069,Clifton,FMBA Loc 21,Passaic,"Glasson, R",09/05/2001,Conventional,App. Div. Appeal Dismissed,,
502,ia-99-88.pdf,IA-99-088,IA-99-088,Union City,PBA Loc 8,Hudson,"Mastriani, J",08/29/2001,Conventional,Award Issued,,
503,IA-99-111.pdf,IA-99-111,IA-99-111 & IA-99-121,Asbury Park,PBA Loc 6,Monmouth,"Mastriani, J",07/27/2001,Conventional,Award Issued,,
504,IA-99-121.pdf,IA-99-121,IA-99-121 & IA-99-111,Asbury Park,PBA Loc 6 (Superiors),Monmouth,"Mastriani, J",07/27/2001,Conventional,Award Issued,,
505,IA-2001-047.pdf,IA-2001-047,IA-2001-047,Atlantic Cty,PBA Loc 77 (Superiors),Atlantic,"Mastriani, J",07/03/2001,Conventional,Award Issued,,
506,IA-2000-11.pdf,IA-2000-011,IA-2000-011,Phillipsburg,PBA Loc 56,Warren,"Mastriani, J",05/17/2001,Conventional,Award Issued,,
507,PERC-2002-4.pdf,IA-2000-071,IA-2000-071,Orange Tp,Orange Police SOA,Essex,"Mason, F",05/16/2001,Conventional,"IA-2000-071 Award Affirmed per Commission Decision, PERC-2002-4 issued 08/16/2001",,.
508,IA-2000-071.pdf,IA-2000-071,IA-2000-071,Orange Tp,Orange Police SOA,Essex,"Mason, F",05/16/2001,Conventional,"IA-2000-071 Award Affirmed per Commission Decision, PERC-2002-4 issued 08/16/2001",,.
509,ia-99-113.pdf,IA-99-113,IA-99-113,W Orange Tp,FMBA Loc 28,Essex,"Bucheit, S",04/11/2001,Conventional,Award Issued,,
510,IA-2000-005.pdf,IA-2000-005,IA-2000-005,Union Cty,PBA Loc 73,Union,"Mastriani, J",03/27/2001,Conventional,Award Issued,,
511,IA-99-124.pdf,IA-99-124,IA-99-124,Hudson Cty (Corrections),PBA Loc 109,Hudson,"Light, R",03/26/2001,Conventional,Award Issued,,
512,ia-2000-1.pdf,IA-2000-001,IA-2000-001 & IA-2000-002,S Amboy,PBA Loc 63,Middlesex,"Mastriani, J",03/09/2001,Conventional,Award Issued,,
513,ia-2000-2.pdf,IA-2000-002,IA-2000-002 & IA-2000-001,S Amboy,S Amboy SOA,Middlesex,"Mastriani, J",03/09/2001,Conventional,Award Issued,,
