,Filename,Current Docket,Docket Numbers,Public Employer,Union,County,Arbitrator,Date Received,Award Type,Current Status,Appellate Court,Supreme Court
672,ia-96-32.pdf,IA-96-032,IA-96-032,Union Cty Prosecutor's Office,PBA Loc 250 (Superiors),Union,"Light, R",06/20/97,Conventional,Award Issued,,
673,ia-97-13.pdf,IA-97-013,IA-97-013,Westhampton Tp,FOP Lodge 147,Burlington,"Hammer, L",06/13/97,Conventional,Award Issued,,
674,perc_98-47.pdf,IA-96-113,IA-96-113,Newton,PBA Loc 138 SOA,Sussex,"Weiss, E",06/11/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-47 issued 10/30/97",,
675,ia-96-113.pdf,IA-96-113,IA-96-113,Newton,PBA Loc 138 SOA,Sussex,"Weiss, E",06/11/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-47 issued 10/30/97",,
676,perc_98-46.pdf,IA-96-115,IA-96-115,Middlesex Cty,PBA Loc 156,Middlesex,"Kurtzman, C",06/11/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-46 issued 10/30/97",,
677,ia-96-115.pdf,IA-96-115,IA-96-115,Middlesex Cty,PBA Loc 156,Middlesex,"Kurtzman, C",06/11/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-46 issued 10/30/97",,
678,ia-96-102.pdf,IA-96-102,IA-96-102,Stanhope Boro,PBA Loc 138,Sussex,"Hammer, L",06/10/97,Conventional,Award Issued,,
679,perc_97-97.pdf,IA-96-102,IA-96-102,Stanhope Boro,PBA Loc 138,Sussex,"Hammer, L",06/10/97,Conventional,Award Issued,,
680,ia-96-102_11-19.pdf,IA-96-102,IA-96-102,Stanhope Boro,PBA Loc 138,Sussex,"Hammer, L",06/10/97,Conventional,Award Issued,,
681,ia-96-58.pdf,IA-96-058,IA-96-058 & IA-96-059,Bernards Tp,PBA Loc 357 (Superiors),Somerset,"Zausner, B",04/30/97,Conventional,Award Issued,,
682,ia-96-59.pdf,IA-96-059,IA-96-059 & IA-96-058,Bernards Tp,PBA Loc 357,Somerset,"Zausner, B",04/30/97,Conventional,Award Issued,,
683,ia-96-128.pdf,IA-96-128,IA-96-128,W Caldwell Tp,PBA Loc 81,Essex,"Mason, F",04/10/97,Conventional,Award Issued,,
684,perc_98-123.pdf,IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",03/12/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-27 issued 08/29/97",,
685,ia-95-71.pdf,IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",03/12/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-27 issued 08/29/97",,
686,perc_98-27.pdf,IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",03/12/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-27 issued 08/29/97",,
687,"ia-95-71,3-12-97.pdf",IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",03/12/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-27 issued 08/29/97",,
688,ia-96-99.pdf,IA-96-099,IA-96-099,Rutherford Boro,PBA Loc 300,Bergen,"Mason, F",03/06/97,Conventional,Award Issued,,
689,ia-96-79.pdf,IA-96-079,IA-96-079 & IA-96-073,Cranford Tp,FMBA Loc 37/FSOA,Union,"Tener, J",02/10/97,Conventional,Award Issued,,
690,ia-96-73.pdf,IA-96-073,IA-96-073 & IA-96-079,Cranford Tp,PBA Loc 52/SOA,Union,"Tener, J",02/10/97,Conventional,Award Issued,,
691,ia-96-13.pdf,IA-96-013,IA-96-013,NJ/State,NJ State PBA SLEC, ,"Pierson, J",02/04/97,Conventional,Award Issued,,
692,ia-95-139.pdf,IA-95-139,IA-95-139,Essex Cty Sheriff's Office,PBA Loc 183,Essex,"Weisblatt, J",02/03/97,Fair and Final - Mgmt,Award Issued,,
693,ia-95-143.pdf,IA-95-143,IA-95-143,Emerson Boro,PBA Loc 206,Bergen,"Hussey, D",01/28/97,Conventional,Award Issued,,
694,ia-96-25.pdf,IA-96-025,IA-96-025,Hudson Cty Sheriff's Office,PBA Loc 334,Hudson,"Light, R",01/27/97,Conventional,Award Issued,,
695,ia-96-134.pdf,IA-96-134,IA-96-134,Hackettstown,PBA Loc 280,Warren,"Zausner, B",01/15/97,Conventional,Award Issued,,
696,ia-96-30.pdf,IA-96-030,IA-96-030,Far Hills Boro,PBA Loc 139,Somerset,"Tillem, J",01/10/97,Conventional,Award Issued,,
697,perc_97-119.pdf,IA-95-110,IA-95-110,Cherry Hill Tp,FOP Lodge 28,Camden,"Brent, ",12/10/96,Conventional,Case Resolved by Parties after Commission Decision,,
698,ia-95-110.pdf,IA-95-110,IA-95-110,Cherry Hill Tp,FOP Lodge 28,Camden,"Brent, ",12/10/96,Conventional,Case Resolved by Parties after Commission Decision,,
699,ia-96-61.pdf,IA-96-061,IA-96-061,Midland Park Boro,PBA Loc 79,Bergen,"Pierson, J",12/09/96,Conventional,Award Issued,,
700,ia-96-102.pdf,IA-96-102,IA-96-102,Stanhope Boro,PBA Loc 138,Sussex,"Hammer, L",11/19/96,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 97-97 issued 02/28/97",,
701,perc_97-97.pdf,IA-96-102,IA-96-102,Stanhope Boro,PBA Loc 138,Sussex,"Hammer, L",11/19/96,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 97-97 issued 02/28/97",,
702,ia-96-102_11-19.pdf,IA-96-102,IA-96-102,Stanhope Boro,PBA Loc 138,Sussex,"Hammer, L",11/19/96,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 97-97 issued 02/28/97",,
703,ia-95-126.pdf,IA-95-126,IA-95-126,Lakewood Tp,Lakewood Tp Police SOA,Ocean,"Light, R",10/30/96,Conventional,Award Issued,,
704,ia-95-64.pdf,IA-95-064,IA-95-064,Montgomery Tp,PBA Loc 130,Somerset,"Brent, D",10/22/96,Conventional,Award Issued,,
705,ia-95-131.pdf,IA-95-131,IA-95-131,Berkeley Hgts Tp,PBA Loc 144,Union,"Tillem, J",10/01/96,Conventional,Award Issued,,
706,ia-95-26.pdf,IA-95-026,IA-95-026,Tinton Falls Boro,PBA Loc 251,Monmouth,"Buchheit, S",08/26/96,Fair and Final - Mgmt,Award Issued,,
707,ia-94-68.pdf,IA-94-068,IA-94-068,Perth Amboy,PBA Loc 13,Middlesex,"DiCindio, W",08/14/96,Fair and Final - Labor,Award Issued,,
708,ia-94-125.pdf,IA-94-125,IA-94-125,Jersey City,Jersey City PSOA,Hudson,"Tener, J",08/08/96,Fair and Final - Labor,Award Issued,,
709,ia-95-137.pdf,IA-95-137,IA-95-137,Morris Plains Boro,PBA Loc 254,Morris,"Pierson, J",07/18/96,Conventional,Award Issued,,
710,ia-95-120.pdf,IA-95-120,IA-95-120,New Brunswick,FMBA Loc 17/FSOA,Union,"Sands, J",07/01/96,Conventional,Case Resolved by Parties After Award Issued,,
711,ia-95-119.pdf,IA-95-119,IA-95-119 & IA-95-118,New Brunswick,PBA Loc 23A,Middlesex,"Scheinman, M",06/14/96,Conventional,Award Issued,,
712,ia-95-118.pdf,IA-95-118,IA-95-118 & IA-95-119,New Brunswick,PBA Loc 23,Middlesex,"Scheinman, M",06/14/96,Conventional,Award Issued,,
713,ia-95-17.pdf,IA-95-017,IA-95-017,Warren Cty,PBA Loc 302,Warren,"Hammer, L",05/13/96,Fair and Final - Labor,Award Issued,,
714,ia-95-90.pdf,IA-95-090,IA-95-090,Old Bridge Tp,FOP Lodge 22 SOA,Middlesex,"Light, R",05/09/96,Fair and Final - Mgmt,Award Issued,,
715,ia-95-79.pdf,IA-95-079,IA-95-079 & IA-95-073,Randolph Tp,FOP Lodge 25 SOA,Morris,"Light, R",04/19/96,Fair and Final - Mgmt,Award Issued,,
716,ia-95-73.pdf,IA-95-073,IA-95-073 & IA-95-079,Randolph Tp,FOP Lodge 25,Morris,"Light, R",04/19/96,Fair and Final - Mgmt,Award Issued,,
717,ia-95-147.pdf,IA-95-147,IA-95-147,Rahway,Rahway Fire SOA,Union,"Pierson, J",03/28/96,Fair and Final - Labor,Award Issued,,
718,ia-95-35.pdf,IA-95-035,IA-95-035,Hudson Cty,PBA Loc 51,Hudson,"Murray, M",03/19/96,Fair and Final - Labor,Award Issued,,
719,ia-94-113.pdf,IA-94-113,IA-94-113,Jersey City,Jersey City POBA,Hudson,"Tillem, J",03/13/96,Fair and Final - Mgmt,Award Issued,,
720,ia-95-74.pdf,IA-95-074,IA-95-074,Avalon Boro,PBA Loc 59,Cape May,"Weisblatt, J",02/27/96,Fair and Final - Mgmt,Award Issued,,
721,ia-95-93.pdf,IA-95-093,IA-95-093,Fair Haven Boro,PBA Loc 184,Monmouth,"Hammer, L",02/02/96,Fair and Final - Labor,Award Issued,,
722,ia-95-87.pdf,IA-95-087,IA-95-087,Ridgewood Village,Ridgewood Police SOA,Bergen,"Zausner, B",01/11/96,Fair and Final - Mgmt,Award Issued,,
